text,station,measurand,calculation,representation
"Gib mir den durchschnittlichen no2 Wert in Kehl der letzten 4 Tage als Text.",Kehl,no2,durchschnittlichen,Text
"Gib mir den minimalen no2 Wert in Kehl der letzten 4 Tage als Tabelle.",Kehl,no2,minimalen,Tabelle
"Gib mir den maximalen no2 Wert in Kehl der letzten 4 Tage als Tabelle.",Kehl,no2,maximalen,Tabelle
"Gib mir den maximalen no2 Wert in Kehl der letzten 4 Tage als Liste.",Kehl,no2,maximalen,Liste
"Gib mir den durchschnittlichen no2 Wert in Kehl der letzten 4 Tage als Liste.",Kehl,no2,durchschnittlichen,Liste
"Gib mir den maximalen no2 Wert in Kehl der letzten 4 Tage als Graph.",Kehl,no2,maximalen,Graph
"Gib mir den minimalen Stickstoffdioxid Wert in Kehl der letzten 4 Tage als Text.",Kehl,Stickstoffdioxid,minimalen,Text
"Gib mir den maximalen Stickstoffdioxid Wert in Kehl der letzten 4 Tage als Tabelle.",Kehl,Stickstoffdioxid,maximalen,Tabelle
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in Kehl der letzten 4 Tage als Tabelle.",Kehl,Stickstoffdioxid,durchschnittlichen,Tabelle
"Gib mir den minimalen Stickstoffdioxid Wert in Kehl der letzten 4 Tage als Liste.",Kehl,Stickstoffdioxid,minimalen,Liste
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in Kehl der letzten 4 Tage als Liste.",Kehl,Stickstoffdioxid,durchschnittlichen,Liste
"Gib mir den minimalen Stickstoffdioxid Wert in Kehl der letzten 4 Tage als Graph.",Kehl,Stickstoffdioxid,minimalen,Graph
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in Kehl der letzten 4 Tage als Graph.",Kehl,Stickstoffdioxid,durchschnittlichen,Graph
"Gib mir den durchschnittlichen o3 Wert in Kehl der letzten 4 Tage als Text.",Kehl,o3,durchschnittlichen,Text
"Gib mir den maximalen o3 Wert in Kehl der letzten 4 Tage als Tabelle.",Kehl,o3,maximalen,Tabelle
"Gib mir den minimalen o3 Wert in Kehl der letzten 4 Tage als Liste.",Kehl,o3,minimalen,Liste
"Gib mir den maximalen o3 Wert in Kehl der letzten 4 Tage als Liste.",Kehl,o3,maximalen,Liste
"Gib mir den durchschnittlichen o3 Wert in Kehl der letzten 4 Tage als Graph.",Kehl,o3,durchschnittlichen,Graph
"Gib mir den durchschnittlichen Ozon Wert in Kehl der letzten 4 Tage als Text.",Kehl,Ozon,durchschnittlichen,Text
"Gib mir den minimalen Ozon Wert in Kehl der letzten 4 Tage als Liste.",Kehl,Ozon,minimalen,Liste
"Gib mir den maximalen Ozon Wert in Kehl der letzten 4 Tage als Liste.",Kehl,Ozon,maximalen,Liste
"Gib mir den durchschnittlichen Ozon Wert in Kehl der letzten 4 Tage als Liste.",Kehl,Ozon,durchschnittlichen,Liste
"Gib mir den durchschnittlichen Ozon Wert in Kehl der letzten 4 Tage als Graph.",Kehl,Ozon,durchschnittlichen,Graph
"Gib mir den maximalen pm10 Wert in Kehl der letzten 4 Tage als Text.",Kehl,pm10,maximalen,Text
"Gib mir den durchschnittlichen pm10 Wert in Kehl der letzten 4 Tage als Text.",Kehl,pm10,durchschnittlichen,Text
"Gib mir den minimalen pm10 Wert in Kehl der letzten 4 Tage als Tabelle.",Kehl,pm10,minimalen,Tabelle
"Gib mir den minimalen pm10 Wert in Kehl der letzten 4 Tage als Liste.",Kehl,pm10,minimalen,Liste
"Gib mir den minimalen pm10 Wert in Kehl der letzten 4 Tage als Graph.",Kehl,pm10,minimalen,Graph
"Gib mir den durchschnittlichen pm10 Wert in Kehl der letzten 4 Tage als Graph.",Kehl,pm10,durchschnittlichen,Graph
"Gib mir den minimalen pm25k Wert in Kehl der letzten 4 Tage als Text.",Kehl,pm25k,minimalen,Text
"Gib mir den durchschnittlichen pm25k Wert in Kehl der letzten 4 Tage als Text.",Kehl,pm25k,durchschnittlichen,Text
"Gib mir den durchschnittlichen pm25k Wert in Kehl der letzten 4 Tage als Tabelle.",Kehl,pm25k,durchschnittlichen,Tabelle
"Gib mir den minimalen pm25k Wert in Kehl der letzten 4 Tage als Graph.",Kehl,pm25k,minimalen,Graph
"Gib mir den durchschnittlichen pm25k Wert in Kehl der letzten 4 Tage als Graph.",Kehl,pm25k,durchschnittlichen,Graph
"Gib mir den maximalen luqx Wert in DEBW052 der letzten 4 Tage als Tabelle.",DEBW052,luqx,maximalen,Tabelle
"Gib mir den minimalen luqx Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,luqx,minimalen,Liste
"Gib mir den maximalen luqx Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,luqx,maximalen,Liste
"Gib mir den durchschnittlichen luqx Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,luqx,durchschnittlichen,Liste
"Gib mir den minimalen luqx Wert in DEBW052 der letzten 4 Tage als Graph.",DEBW052,luqx,minimalen,Graph
"Gib mir den durchschnittlichen luqx Wert in DEBW052 der letzten 4 Tage als Graph.",DEBW052,luqx,durchschnittlichen,Graph
"Gib mir den minimalen Luftqualitätsindex Wert in DEBW052 der letzten 4 Tage als Text.",DEBW052,Luftqualitätsindex,minimalen,Text
"Gib mir den minimalen Luftqualitätsindex Wert in DEBW052 der letzten 4 Tage als Tabelle.",DEBW052,Luftqualitätsindex,minimalen,Tabelle
"Gib mir den maximalen Luftqualitätsindex Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,Luftqualitätsindex,maximalen,Liste
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,Luftqualitätsindex,durchschnittlichen,Liste
"Gib mir den minimalen Luftqualitätsindex Wert in DEBW052 der letzten 4 Tage als Graph.",DEBW052,Luftqualitätsindex,minimalen,Graph
"Gib mir den maximalen Luftqualitätsindex Wert in DEBW052 der letzten 4 Tage als Graph.",DEBW052,Luftqualitätsindex,maximalen,Graph
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in DEBW052 der letzten 4 Tage als Graph.",DEBW052,Luftqualitätsindex,durchschnittlichen,Graph
"Gib mir den maximalen no2 Wert in DEBW052 der letzten 4 Tage als Text.",DEBW052,no2,maximalen,Text
"Gib mir den maximalen no2 Wert in DEBW052 der letzten 4 Tage als Tabelle.",DEBW052,no2,maximalen,Tabelle
"Gib mir den minimalen no2 Wert in DEBW052 der letzten 4 Tage als Graph.",DEBW052,no2,minimalen,Graph
"Gib mir den maximalen no2 Wert in DEBW052 der letzten 4 Tage als Graph.",DEBW052,no2,maximalen,Graph
"Gib mir den minimalen Stickstoffdioxid Wert in DEBW052 der letzten 4 Tage als Text.",DEBW052,Stickstoffdioxid,minimalen,Text
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in DEBW052 der letzten 4 Tage als Tabelle.",DEBW052,Stickstoffdioxid,durchschnittlichen,Tabelle
"Gib mir den maximalen Stickstoffdioxid Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,Stickstoffdioxid,maximalen,Liste
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,Stickstoffdioxid,durchschnittlichen,Liste
"Gib mir den minimalen o3 Wert in DEBW052 der letzten 4 Tage als Text.",DEBW052,o3,minimalen,Text
"Gib mir den maximalen o3 Wert in DEBW052 der letzten 4 Tage als Text.",DEBW052,o3,maximalen,Text
"Gib mir den durchschnittlichen o3 Wert in DEBW052 der letzten 4 Tage als Text.",DEBW052,o3,durchschnittlichen,Text
"Gib mir den maximalen o3 Wert in DEBW052 der letzten 4 Tage als Tabelle.",DEBW052,o3,maximalen,Tabelle
"Gib mir den maximalen o3 Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,o3,maximalen,Liste
"Gib mir den durchschnittlichen o3 Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,o3,durchschnittlichen,Liste
"Gib mir den maximalen o3 Wert in DEBW052 der letzten 4 Tage als Graph.",DEBW052,o3,maximalen,Graph
"Gib mir den minimalen Ozon Wert in DEBW052 der letzten 4 Tage als Text.",DEBW052,Ozon,minimalen,Text
"Gib mir den maximalen Ozon Wert in DEBW052 der letzten 4 Tage als Text.",DEBW052,Ozon,maximalen,Text
"Gib mir den durchschnittlichen Ozon Wert in DEBW052 der letzten 4 Tage als Text.",DEBW052,Ozon,durchschnittlichen,Text
"Gib mir den maximalen Ozon Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,Ozon,maximalen,Liste
"Gib mir den durchschnittlichen Ozon Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,Ozon,durchschnittlichen,Liste
"Gib mir den minimalen pm10 Wert in DEBW052 der letzten 4 Tage als Text.",DEBW052,pm10,minimalen,Text
"Gib mir den minimalen pm10 Wert in DEBW052 der letzten 4 Tage als Tabelle.",DEBW052,pm10,minimalen,Tabelle
"Gib mir den minimalen pm10 Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,pm10,minimalen,Liste
"Gib mir den maximalen pm10 Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,pm10,maximalen,Liste
"Gib mir den minimalen pm10 Wert in DEBW052 der letzten 4 Tage als Graph.",DEBW052,pm10,minimalen,Graph
"Gib mir den maximalen pm25k Wert in DEBW052 der letzten 4 Tage als Text.",DEBW052,pm25k,maximalen,Text
"Gib mir den minimalen pm25k Wert in DEBW052 der letzten 4 Tage als Tabelle.",DEBW052,pm25k,minimalen,Tabelle
"Gib mir den durchschnittlichen pm25k Wert in DEBW052 der letzten 4 Tage als Tabelle.",DEBW052,pm25k,durchschnittlichen,Tabelle
"Gib mir den maximalen pm25k Wert in DEBW052 der letzten 4 Tage als Liste.",DEBW052,pm25k,maximalen,Liste
"Gib mir den maximalen pm25k Wert in DEBW052 der letzten 4 Tage als Graph.",DEBW052,pm25k,maximalen,Graph
"Gib mir den durchschnittlichen pm25k Wert in DEBW052 der letzten 4 Tage als Graph.",DEBW052,pm25k,durchschnittlichen,Graph
"Gib mir den maximalen luqx Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,luqx,maximalen,Text
"Gib mir den minimalen luqx Wert in Konstanz der letzten 4 Tage als Tabelle.",Konstanz,luqx,minimalen,Tabelle
"Gib mir den durchschnittlichen luqx Wert in Konstanz der letzten 4 Tage als Tabelle.",Konstanz,luqx,durchschnittlichen,Tabelle
"Gib mir den minimalen luqx Wert in Konstanz der letzten 4 Tage als Liste.",Konstanz,luqx,minimalen,Liste
"Gib mir den durchschnittlichen luqx Wert in Konstanz der letzten 4 Tage als Liste.",Konstanz,luqx,durchschnittlichen,Liste
"Gib mir den maximalen luqx Wert in Konstanz der letzten 4 Tage als Graph.",Konstanz,luqx,maximalen,Graph
"Gib mir den minimalen Luftqualitätsindex Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,Luftqualitätsindex,minimalen,Text
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,Luftqualitätsindex,durchschnittlichen,Text
"Gib mir den minimalen Luftqualitätsindex Wert in Konstanz der letzten 4 Tage als Tabelle.",Konstanz,Luftqualitätsindex,minimalen,Tabelle
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in Konstanz der letzten 4 Tage als Tabelle.",Konstanz,Luftqualitätsindex,durchschnittlichen,Tabelle
"Gib mir den minimalen Luftqualitätsindex Wert in Konstanz der letzten 4 Tage als Liste.",Konstanz,Luftqualitätsindex,minimalen,Liste
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in Konstanz der letzten 4 Tage als Liste.",Konstanz,Luftqualitätsindex,durchschnittlichen,Liste
"Gib mir den minimalen no2 Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,no2,minimalen,Text
"Gib mir den maximalen no2 Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,no2,maximalen,Text
"Gib mir den durchschnittlichen no2 Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,no2,durchschnittlichen,Text
"Gib mir den minimalen no2 Wert in Konstanz der letzten 4 Tage als Liste.",Konstanz,no2,minimalen,Liste
"Gib mir den maximalen no2 Wert in Konstanz der letzten 4 Tage als Graph.",Konstanz,no2,maximalen,Graph
"Gib mir den durchschnittlichen no2 Wert in Konstanz der letzten 4 Tage als Graph.",Konstanz,no2,durchschnittlichen,Graph
"Gib mir den maximalen Stickstoffdioxid Wert in Konstanz der letzten 4 Tage als Tabelle.",Konstanz,Stickstoffdioxid,maximalen,Tabelle
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in Konstanz der letzten 4 Tage als Liste.",Konstanz,Stickstoffdioxid,durchschnittlichen,Liste
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in Konstanz der letzten 4 Tage als Graph.",Konstanz,Stickstoffdioxid,durchschnittlichen,Graph
"Gib mir den maximalen o3 Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,o3,maximalen,Text
"Gib mir den durchschnittlichen o3 Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,o3,durchschnittlichen,Text
"Gib mir den minimalen o3 Wert in Konstanz der letzten 4 Tage als Graph.",Konstanz,o3,minimalen,Graph
"Gib mir den maximalen Ozon Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,Ozon,maximalen,Text
"Gib mir den durchschnittlichen Ozon Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,Ozon,durchschnittlichen,Text
"Gib mir den minimalen Ozon Wert in Konstanz der letzten 4 Tage als Tabelle.",Konstanz,Ozon,minimalen,Tabelle
"Gib mir den maximalen Ozon Wert in Konstanz der letzten 4 Tage als Tabelle.",Konstanz,Ozon,maximalen,Tabelle
"Gib mir den maximalen Ozon Wert in Konstanz der letzten 4 Tage als Liste.",Konstanz,Ozon,maximalen,Liste
"Gib mir den durchschnittlichen Ozon Wert in Konstanz der letzten 4 Tage als Liste.",Konstanz,Ozon,durchschnittlichen,Liste
"Gib mir den maximalen Ozon Wert in Konstanz der letzten 4 Tage als Graph.",Konstanz,Ozon,maximalen,Graph
"Gib mir den minimalen pm10 Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,pm10,minimalen,Text
"Gib mir den maximalen pm10 Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,pm10,maximalen,Text
"Gib mir den minimalen pm10 Wert in Konstanz der letzten 4 Tage als Tabelle.",Konstanz,pm10,minimalen,Tabelle
"Gib mir den durchschnittlichen pm10 Wert in Konstanz der letzten 4 Tage als Tabelle.",Konstanz,pm10,durchschnittlichen,Tabelle
"Gib mir den maximalen pm10 Wert in Konstanz der letzten 4 Tage als Liste.",Konstanz,pm10,maximalen,Liste
"Gib mir den durchschnittlichen pm10 Wert in Konstanz der letzten 4 Tage als Liste.",Konstanz,pm10,durchschnittlichen,Liste
"Gib mir den minimalen pm10 Wert in Konstanz der letzten 4 Tage als Graph.",Konstanz,pm10,minimalen,Graph
"Gib mir den durchschnittlichen pm10 Wert in Konstanz der letzten 4 Tage als Graph.",Konstanz,pm10,durchschnittlichen,Graph
"Gib mir den maximalen pm25k Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,pm25k,maximalen,Text
"Gib mir den durchschnittlichen pm25k Wert in Konstanz der letzten 4 Tage als Text.",Konstanz,pm25k,durchschnittlichen,Text
"Gib mir den minimalen pm25k Wert in Konstanz der letzten 4 Tage als Liste.",Konstanz,pm25k,minimalen,Liste
"Gib mir den minimalen pm25k Wert in Konstanz der letzten 4 Tage als Graph.",Konstanz,pm25k,minimalen,Graph
"Gib mir den maximalen luqx Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,luqx,maximalen,Text
"Gib mir den durchschnittlichen luqx Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,luqx,durchschnittlichen,Text
"Gib mir den minimalen luqx Wert in DEBW120 der letzten 4 Tage als Tabelle.",DEBW120,luqx,minimalen,Tabelle
"Gib mir den maximalen luqx Wert in DEBW120 der letzten 4 Tage als Tabelle.",DEBW120,luqx,maximalen,Tabelle
"Gib mir den durchschnittlichen luqx Wert in DEBW120 der letzten 4 Tage als Tabelle.",DEBW120,luqx,durchschnittlichen,Tabelle
"Gib mir den minimalen luqx Wert in DEBW120 der letzten 4 Tage als Liste.",DEBW120,luqx,minimalen,Liste
"Gib mir den maximalen luqx Wert in DEBW120 der letzten 4 Tage als Liste.",DEBW120,luqx,maximalen,Liste
"Gib mir den durchschnittlichen luqx Wert in DEBW120 der letzten 4 Tage als Liste.",DEBW120,luqx,durchschnittlichen,Liste
"Gib mir den minimalen luqx Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,luqx,minimalen,Graph
"Gib mir den maximalen luqx Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,luqx,maximalen,Graph
"Gib mir den minimalen Luftqualitätsindex Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,Luftqualitätsindex,minimalen,Text
"Gib mir den maximalen Luftqualitätsindex Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,Luftqualitätsindex,maximalen,Text
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,Luftqualitätsindex,durchschnittlichen,Text
"Gib mir den minimalen Luftqualitätsindex Wert in DEBW120 der letzten 4 Tage als Tabelle.",DEBW120,Luftqualitätsindex,minimalen,Tabelle
"Gib mir den durchschnittlichen Luftqualitätsindex Wert in DEBW120 der letzten 4 Tage als Tabelle.",DEBW120,Luftqualitätsindex,durchschnittlichen,Tabelle
"Gib mir den minimalen Luftqualitätsindex Wert in DEBW120 der letzten 4 Tage als Liste.",DEBW120,Luftqualitätsindex,minimalen,Liste
"Gib mir den minimalen Luftqualitätsindex Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,Luftqualitätsindex,minimalen,Graph
"Gib mir den maximalen Luftqualitätsindex Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,Luftqualitätsindex,maximalen,Graph
"Gib mir den maximalen no2 Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,no2,maximalen,Text
"Gib mir den minimalen no2 Wert in DEBW120 der letzten 4 Tage als Tabelle.",DEBW120,no2,minimalen,Tabelle
"Gib mir den maximalen no2 Wert in DEBW120 der letzten 4 Tage als Tabelle.",DEBW120,no2,maximalen,Tabelle
"Gib mir den durchschnittlichen no2 Wert in DEBW120 der letzten 4 Tage als Tabelle.",DEBW120,no2,durchschnittlichen,Tabelle
"Gib mir den minimalen no2 Wert in DEBW120 der letzten 4 Tage als Liste.",DEBW120,no2,minimalen,Liste
"Gib mir den maximalen no2 Wert in DEBW120 der letzten 4 Tage als Liste.",DEBW120,no2,maximalen,Liste
"Gib mir den maximalen no2 Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,no2,maximalen,Graph
"Gib mir den maximalen Stickstoffdioxid Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,Stickstoffdioxid,maximalen,Text
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in DEBW120 der letzten 4 Tage als Liste.",DEBW120,Stickstoffdioxid,durchschnittlichen,Liste
"Gib mir den minimalen Stickstoffdioxid Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,Stickstoffdioxid,minimalen,Graph
"Gib mir den maximalen Stickstoffdioxid Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,Stickstoffdioxid,maximalen,Graph
"Gib mir den durchschnittlichen Stickstoffdioxid Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,Stickstoffdioxid,durchschnittlichen,Graph
"Gib mir den maximalen o3 Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,o3,maximalen,Text
"Gib mir den durchschnittlichen o3 Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,o3,durchschnittlichen,Text
"Gib mir den maximalen o3 Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,o3,maximalen,Graph
"Gib mir den maximalen Ozon Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,Ozon,maximalen,Text
"Gib mir den maximalen Ozon Wert in DEBW120 der letzten 4 Tage als Liste.",DEBW120,Ozon,maximalen,Liste
"Gib mir den durchschnittlichen Ozon Wert in DEBW120 der letzten 4 Tage als Liste.",DEBW120,Ozon,durchschnittlichen,Liste
"Gib mir den minimalen Ozon Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,Ozon,minimalen,Graph
"Gib mir den maximalen pm10 Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,pm10,maximalen,Text
"Gib mir den durchschnittlichen pm10 Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,pm10,durchschnittlichen,Text
"Gib mir den minimalen pm10 Wert in DEBW120 der letzten 4 Tage als Tabelle.",DEBW120,pm10,minimalen,Tabelle
"Gib mir den minimalen pm10 Wert in DEBW120 der letzten 4 Tage als Liste.",DEBW120,pm10,minimalen,Liste
"Gib mir den durchschnittlichen pm10 Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,pm10,durchschnittlichen,Graph
"Gib mir den maximalen pm25k Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,pm25k,maximalen,Text
"Gib mir den durchschnittlichen pm25k Wert in DEBW120 der letzten 4 Tage als Text.",DEBW120,pm25k,durchschnittlichen,Text
"Gib mir den minimalen pm25k Wert in DEBW120 der letzten 4 Tage als Tabelle.",DEBW120,pm25k,minimalen,Tabelle
"Gib mir den durchschnittlichen pm25k Wert in DEBW120 der letzten 4 Tage als Tabelle.",DEBW120,pm25k,durchschnittlichen,Tabelle
"Gib mir den durchschnittlichen pm25k Wert in DEBW120 der letzten 4 Tage als Liste.",DEBW120,pm25k,durchschnittlichen,Liste
"Gib mir den durchschnittlichen pm25k Wert in DEBW120 der letzten 4 Tage als Graph.",DEBW120,pm25k,durchschnittlichen,Graph
"Gib mir den maximalen luqx Wert in Leonberg Grabenstraße der letzten 4 Tage als Text.",Leonberg Grabenstraße,luqx,maximalen,Text
"Gib mir den minimalen luqx Wert in Leonberg Grabenstraße der letzten 4 Tage als Tabelle.",Leonberg Grabenstraße,luqx,minimalen,Tabelle
"Gib mir den durchschnittlichen luqx Wert in Leonberg Grabenstraße der letzten 4 Tage als Tabelle.",Leonberg Grabenstraße,luqx,durchschnittlichen,Tabelle
"Gib mir den minimalen luqx Wert in Leonberg Grabenstraße der letzten 4 Tage als Liste.",Leonberg Grabenstraße,luqx,minimalen,Liste
"Gib mir den maximalen luqx Wert in Leonberg Grabenstraße der letzten 4 Tage als Liste.",Leonberg Grabenstraße,luqx,maximalen,Liste
"Gib mir den minimalen luqx Wert in Leonberg Grabenstraße der letzten 4 Tage als Graph.",Leonberg Grabenstraße,luqx,minimalen,Graph
"Gib mir den maximalen luqx Wert in Leonberg Grabenstraße der letzten 4 Tage als Graph.",Leonberg Grabenstraße,luqx,maximalen,Graph
"Gib mir den durchschnittlichen luqx Wert in Leonberg Grabenstraße der letzten 4 Tage als Graph.",Leonberg Grabenstraße,luqx,durchschnittlichen,Graph
